document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope,term_localName
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/materialDatedRelationship-2021-01-26,materialDatedRelationship-2021-01-26,http://rs.tdwg.org/chrono/terms/version/,2021-01-26,superseded,,,,Material Dated Relationship,"The relationship of the materialDated to the subject of the ChronometricAge record, from which the ChronometricAge of the subject is inferred.",Recommended best practice is to use a controlled vocabulary.,"`sameAs` (cases where the subject material was completely destructively subsampled to get the ChronometricAge), `subsampleOf` (cases where part of the original specimen was extracted as the material used to determine the ChronometricAge), `inContextWith` (cases where the ChronometricAge is inferred from materialDated, such as sediments or cultural objects, in related temporal context),`stratigraphicallyCorrelatedWith` (cases where the ChronometricAge is inferred from materialDated in a stratigraphically correlated context)",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/chrono/terms/ChronometricAge,,extension,materialDatedRelationship
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/chronometricAgeConversionProtocol-2021-02-02,chronometricAgeConversionProtocol-2021-02-02,http://rs.tdwg.org/chrono/terms/version/,2021-02-02,superseded,http://rs.tdwg.org/chrono/terms/version/chronometricAgeConversionProtocol-2020-11-17,,,Chronometric Age Conversion Protocol,"The method used for converting the uncalibratedChronometricAge into a chronometric age in years, as captured in the earliestChronometricAge, earliestChronometricAgeReferenceSystem, latestChronometricAge, and latestChronometricAgeReferenceSystem fields.","For example, calibration of conventional radiocarbon age or the currently accepted age range of a cultural or geological period.","`INTCAL13`, `sequential 6 phase Bayesian model and IntCal13 calibration`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,https://terms.tdwg.org/wiki/abcd-efg:StratigraphicAttributions-ChronostratigraphicAttribution-Method,http://rs.tdwg.org/chrono/terms/ChronometricAge,,extension,chronometricAgeConversionProtocol
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/chronometricAgeDeterminedBy-2021-02-02,chronometricAgeDeterminedBy-2021-02-02,http://rs.tdwg.org/chrono/terms/version/,2021-02-02,superseded,http://rs.tdwg.org/chrono/terms/version/chronometricAgeDeterminedBy-2020-11-17,,,Chronometric Age Determined By,"A list (concatenated and separated) of names of people, groups, or organizations who determined the ChronometricAge.",Recommended best practice is to separate the values in a list with space vertical bar space ( | ).,`Michelle LeFebvre | Neill Wallis`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,https://terms.tdwg.org/wiki/abcd-efg:StratigraphicAttributions-ChronostratigraphicAttribution-Identifiers,http://rs.tdwg.org/chrono/terms/ChronometricAge,,extension,chronometricAgeDeterminedBy
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/chronometricAgeUncertaintyInYears-2021-02-02,chronometricAgeUncertaintyInYears-2021-02-02,http://rs.tdwg.org/chrono/terms/version/,2021-02-02,superseded,http://rs.tdwg.org/chrono/terms/version/chronometricAgeUncertaintyInYears-2020-11-17,,,Chronometric Age Uncertainty In Years,The temporal uncertainty of the earliestChronometricAge and latestChronometicAge in years.,The expected unit for this field is years. The value in this field is number of years before and after the values given in the earliest and latest chronometric age fields within which the actual values are estimated to be.,`100`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,https://terms.tdwg.org/wiki/abcd-efg:UnitStratigraphicDetermination-ChronostratigraphicAttribution-Accuracy,http://rs.tdwg.org/chrono/terms/ChronometricAge,,extension,chronometricAgeUncertaintyInYears
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/materialDatedID-2021-02-05,materialDatedID-2021-02-05,http://rs.tdwg.org/chrono/terms/version/,2021-02-05,superseded,http://rs.tdwg.org/chrono/terms/version/materialDatedID-2021-01-26,,,Material Dated ID,"An identifier for the MaterialSample on which the chronometricAgeProtocol was performed, if applicable.",,`dwc:materialSampleID: https://www.ebi.ac.uk/metagenomics/samples/SRS1930158`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/chrono/terms/ChronometricAge,,extension,materialDatedID
2021-05-04T21:39:43-05:00,http://rs.tdwg.org/chrono/terms/version/ChronometricAge-2021-02-21,ChronometricAge-2021-02-21,http://rs.tdwg.org/chrono/terms/version/,2021-02-21,recommended,http://rs.tdwg.org/chrono/terms/version/ChronometricAge-2021-01-26,,,Chronometric Age,An approximation of a temporal position (in the sense conveyed by https://www.w3.org/TR/owl-time/#time:TemporalPosition) that is supported via evidence.,"The age of a specimen and how this age is known, whether by a dating assay, a relative association with dated material, or legacy collections information.",`An age range associated with a specimen derived from an AMS dating assay applied to an oyster shell in the same stratum`; `An age range associated with a specimen derived from a ceramics analysis based on other materials found in the same stratum`; `A maximum age associated with a specimen derived from K-Ar dating applied to a proximal volcanic tuff found stratigraphically below the specimen`; `An age range of a specimen based on its biostratigraphic context`; `An age of a specimen based on what is reported in legacy collections data`.,http://www.w3.org/2000/01/rdf-schema#Class,https://terms.tdwg.org/wiki/abcd-efg:StratigraphicAttributions-RadiometricDates,http://rs.tdwg.org/chrono/terms/ChronometricAge,,extension,ChronometricAge
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/chronometricAgeID-2025-06-12,chronometricAgeID-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/chronometricAgeID-2020-09-14,,,Chronometric Age ID,An identifier for the set of information associated with a chrono:ChronometricAge.,May be a global unique identifier or an identifier specific to the dataset. This can be used to link this record to another repository where more information about the dataset is shared.,`https://www.canadianarchaeology.ca/samples/70673`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,chronometricAgeID
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/chronometricAgeProtocol-2025-06-12,chronometricAgeProtocol-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/chronometricAgeProtocol-2020-11-17,,,Chronometric Age Protocol,A description of or reference to the methods used to determine the chrono:ChronometricAge.," This term has an equivalent in the chronoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`radiocarbon AMS`; `K-Ar dates for the lower most marker tuff`; `historic documentation`; `ceramic seriation`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,https://terms.tdwg.org/wiki/abcd-efg:StratigraphicAttributions-ChronostratigraphicAttribution-Method,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,chronometricAgeProtocol
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/chronometricAgeConversionProtocol-2025-06-12,chronometricAgeConversionProtocol-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/chronometricAgeConversionProtocol-2021-02-02,,,Chronometric Age Conversion Protocol,"The method used for converting the chrono:uncalibratedChronometricAge into a chronometric age in years, as captured in the chrono:earliestChronometricAge, chrono:earliestChronometricAgeReferenceSystem, chrono:latestChronometricAge, and chrono:latestChronometricAgeReferenceSystem fields.","For example, calibration of conventional radiocarbon age or the currently accepted age range of a cultural or geological period. This term has an equivalent in the chronoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`INTCAL13`; `sequential 6 phase Bayesian model and IntCal13 calibration`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,https://terms.tdwg.org/wiki/abcd-efg:StratigraphicAttributions-ChronostratigraphicAttribution-Method,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,chronometricAgeConversionProtocol
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/earliestChronometricAge-2025-06-12,earliestChronometricAge-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/earliestChronometricAge-2021-01-26,,,Earliest Chronometric Age,The maximum/earliest/oldest possible age of a specimen as determined by a dating method.,"The expected unit for this field is years. This field, if populated, must have an associated chrono:earliestChronometricAgeReferenceSystem.",`100`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,https://terms.tdwg.org/wiki/abcd-efg:StratigraphicAttributions-ChronostratigraphicAttribution-UpperValue,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,earliestChronometricAge
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/earliestChronometricAgeReferenceSystem-2025-06-12,earliestChronometricAgeReferenceSystem-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/earliestChronometricAgeReferenceSystem-2021-01-26,,,Earliest Chronometric Age Reference System,The reference system associated with the chrono:earliestChronometricAge.,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the chronoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`kya`; `mya`; `BP`; `AD`; `BCE`; `ka`; `Ma`; `Ga`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,earliestChronometricAgeReferenceSystem
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/latestChronometricAge-2025-06-12,latestChronometricAge-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/latestChronometricAge-2021-01-26,,,Latest Chronometric Age,The minimum/latest/youngest possible age of a specimen as determined by a dating method.,"The expected unit for this field is years. This field, if populated, must have an associated chrono:latestChronometricAgeReferenceSystem.",`27`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,https://terms.tdwg.org/wiki/abcd-efg:UnitStratigraphicDetermination-ChronostratigraphicAttribution-LowerValue,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,latestChronometricAge
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/latestChronometricAgeReferenceSystem-2025-06-12,latestChronometricAgeReferenceSystem-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/latestChronometricAgeReferenceSystem-2021-01-26,,,Latest Chronometric Age Reference System,The reference system associated with the chrono:latestChronometricAge.,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the chronoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`kya`; `mya`; `BP`; `AD`; `BCE`; `ka`; `Ma`; `Ga`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,latestChronometricAgeReferenceSystem
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/chronometricAgeUncertaintyInYears-2025-06-12,chronometricAgeUncertaintyInYears-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/chronometricAgeUncertaintyInYears-2021-02-02,,,Chronometric Age Uncertainty In Years,The temporal uncertainty of the chrono:earliestChronometricAge and chrono:latestChronometicAge in years.,The expected unit for this field is years. The value in this field is number of years before and after the values given in the chrono:earliestChronometricAge and chrono:latestChronometricAge fields within which the actual values are estimated to be.,`100`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,https://terms.tdwg.org/wiki/abcd-efg:UnitStratigraphicDetermination-ChronostratigraphicAttribution-Accuracy,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,chronometricAgeUncertaintyInYears
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/chronometricAgeUncertaintyMethod-2025-06-12,chronometricAgeUncertaintyMethod-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/chronometricAgeUncertaintyMethod-2020-11-17,,,Chronometric Age Uncertainty Method,The method used to generate the value of chrono:chronometricAgeUncertaintyInYears.," This term has an equivalent in the chronoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`2-sigma calibrated range`; `Half of 95% confidence interval`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,https://terms.tdwg.org/wiki/abcd-efg:StratigraphicAttributions-ChronostratigraphicAttribution-Method,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,chronometricAgeUncertaintyMethod
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/materialDated-2025-06-12,materialDated-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/materialDated-2020-11-17,,,Material Dated,"A description of the material on which the chrono:chronometricAgeProtocol was actually performed, if known."," This term has an equivalent in the chronoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`Double Tuff`; `Charcoal found in Stratum V`; `charred wood`; `tooth`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,https://terms.tdwg.org/wiki/abcd-efg:UnitStratigraphicDetermination-MaterialDated,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,materialDated
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/materialDatedID-2025-06-12,materialDatedID-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/materialDatedID-2021-02-05,,,Material Dated ID,"An identifier for the dwc:MaterialEntity on which the chrono:chronometricAgeProtocol was performed, if applicable.",,`dwc:materialEntityID: https://www.ebi.ac.uk/metagenomics/samples/SRS1930158`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,materialDatedID
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/materialDatedRelationship-2025-06-12,materialDatedRelationship-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/materialDatedRelationship-2021-01-26,,,Material Dated Relationship,"The relationship of the chrono:materialDated to the subject of the chrono:ChronometricAge record, from which the chrono:ChronometricAge of the subject is inferred.",Recommended best practice is to use a controlled vocabulary.,"`sameAs` (cases where the subject material was completely destructively subsampled to get the ChronometricAge); `subsampleOf` (cases where part of the original specimen was extracted as the material used to determine the ChronometricAge); `inContextWith` (cases where the ChronometricAge is inferred from materialDated, such as sediments or cultural objects, in related temporal context); `stratigraphicallyCorrelatedWith` (cases where the ChronometricAge is inferred from materialDated in a stratigraphically correlated context)",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,materialDatedRelationship
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/chronometricAgeDeterminedBy-2025-06-12,chronometricAgeDeterminedBy-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/chronometricAgeDeterminedBy-2021-02-02,,,Chronometric Age Determined By,"A list (concatenated and separated) of names of people, groups, or organizations who determined the chrono:ChronometricAge.","Recommended best practice is to separate the values in a list with space vertical bar space ( | ). This term has an equivalent in the chronoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`Michelle LeFebvre | Neill Wallis`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,https://terms.tdwg.org/wiki/abcd-efg:StratigraphicAttributions-ChronostratigraphicAttribution-Identifiers,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,chronometricAgeDeterminedBy
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/chronometricAgeDeterminedDate-2025-06-12,chronometricAgeDeterminedDate-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/chronometricAgeDeterminedDate-2020-11-17,,,Chronometric Age Determined Date,The date on which the chrono:ChronometricAge was determined.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 8:40am UTC); `2018-08-29T15:19` (3:19pm local time on 29 August 2018); `1809-02-12` (some time during 12 February 1809); `1906-06` (some time in June 1906); `1971` (some time in the year 1971),http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,https://terms.tdwg.org/wiki/abcd-efg:StratigraphicAttributions-RadiometricDate-AnalysisDateTime,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,chronometricAgeDeterminedDate
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/chronometricAgeReferences-2025-06-12,chronometricAgeReferences-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/chronometricAgeReferences-2020-11-17,,,Chronometric Age References,"A list (concatenated and separated) of identifiers (publication, bibliographic reference, global unique identifier, URI) of literature associated with the chrono:ChronometricAge.",Recommended best practice is to separate the values in a list with space vertical bar space ( | ).,"`Pluckhahn, Thomas J., Neill J. Wallis, and Victor D. Thompson. 2020 The History and Future of Migrationist Explanation in the Archaeology of the Eastern Woodlands: A Review and Case Study of the Woodland Period Gulf Coast. Journal of Archaeological Research. https://doi.org/10.1007/s10814-019-09140-x`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,https://terms.tdwg.org/wiki/abcd-efg:StratigraphicAttributions-ChronostratigraphicAttribution-MeasurementOrFactReference,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,chronometricAgeReferences
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/chrono/terms/version/chronometricAgeRemarks-2025-06-12,chronometricAgeRemarks-2025-06-12,http://rs.tdwg.org/chrono/terms/version/,2025-06-12,recommended,http://rs.tdwg.org/chrono/terms/version/chronometricAgeRemarks-2020-11-17,,,Chronometric Age Remarks,Notes or comments about the chrono:ChronometricAge.,,"`Beta Analytic number: 323913 | One of the Crassostrea virginica right valve specimens from North Midden Feature 17 was chosen for AMS dating, but it is unclear exactly which specimen it was.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,https://terms.tdwg.org/wiki/abcd-efg:UnitStratigraphicDetermination-DatingComment,http://rs.tdwg.org/chrono/terms/ChronometricAge,,,chronometricAgeRemarks
