document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,definition,usage,notes,examples,definition_derived_from,type,tdwgutility_organizedInClass,term_localName
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/replacedName-2025-12-11,replacedName-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Replaced Name,"The legitimate or illegitimate, previously published name on which a replacement name (nomen novum) is based.",`replacedName` is another Taxon Name; a Taxon Name can have only one `replacedName`.,'replaced name' is used in the draft BioCode ([\[greuter_draft_2011\]](../bibliography/#greuter_draft_2011)). In the Botanical Code the term 'replaced synonym' is used for the same thing. A 'replacement name' is a name that is published as a substitute for an earlier published name that is either illegitimate or for which a new combination cannot be created in the place a taxon is transferred to because of an older blocking name.,https://tdwg.github.io/tcs2/examples/TaxonName-replacedName-example-1.html | https://tdwg.github.io/tcs2/examples/TaxonName-replacedName-example-2.html | https://tdwg.github.io/tcs2/examples/TaxonName-replacedName-example-3.html | https://tdwg.github.io/tcs2/examples/TaxonName-replacedName-example-4.html,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,replacedName
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/basedOn-2025-12-11,basedOn-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Based On,Earlier name on which this name is based,`basedOn` is another Taxon Name; a Taxon Name can have only one `basedOn`. The term SHOULD only be used in situations where the semantically more meaningful `basionym` and `replacedName` cannot be used.,"The `basedOn` property can be used to associate a name to a homotypic group of names in situations where the `basionym` and `replacedName` properties cannot be used. Therefore the property can be useful for (1) linking an autonym to a species name, (2) linking a valid name to an earlier invalid name and (3) linking an invalid name to a later valid name.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,basedOn
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/laterHomonymOf-2025-12-11,laterHomonymOf-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Later Homonym Of,An older legitimate name with the same spelling but a different nomenclatural type,`laterHomonymOf` is another Taxon Name object,"If there are more than two homonyms, the oldest name SHOULD be given here. In zoology, this is the _senior homonym_.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,laterHomonymOf
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/conservedAgainst-2025-12-11,conservedAgainst-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Conserved Against,Name(s) against which this name is conserved.,The `conservedAgainst` property takes another Taxon Name; a Taxon Name can be conserved against more than one other Taxon Names.,"A scientific name below the rank of family is not conserved against all other names, but only against one or more names that in turn are rejected against the conserved name. A name can be conserved against more than one other name, so this property is repeatable.",https://tdwg.github.io/tcs2/examples/TaxonName-conservedAgainst-example-1.html,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,conservedAgainst
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/combinationAuthor-2025-12-11,combinationAuthor-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Combination Author,Author of the combination,`combinationAuthor` is an IRI property. It can be a person or a list of persons.,'combination' is taken here to be one of a group of different names with the same nomenclatural type. `combinationAuthor` is the author (or authors) that is not in parentheses in the `dwc:scientificNameAuthorship`.,https://tdwg.github.io/tcs2/examples/TaxonName-combinationAuthor-example-1.html | https://tdwg.github.io/tcs2/examples/TaxonName-combinationAuthor-example-2.html,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,combinationAuthor
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/combinationAuthorLiteral-2025-12-11,combinationAuthorLiteral-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Combination Author,Author of the combination,`combinationAuthorLiteral` is a Literal property.,'combination' is taken here to be one of a group of different names with the same nomenclatural type. `combinationAuthorLiteral` is the author (or authors) that is not in parentheses in the `dwc:scientificNameAuthorship`.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,combinationAuthorLiteral
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/basionymAuthor-2025-12-11,basionymAuthor-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Basionym Author,Author of the basionym of the described name,`basionymAuthor` is an IRI property. It can be a person or a list of persons.,`basionymAuthor` (or its literal counterpart) is the author (or authors) in parentheses in the `dwc:scientificNameAuthorship`.,https://tdwg.github.io/tcs2/examples/TaxonName-basionymAuthor-example-1.html | https://tdwg.github.io/tcs2/examples/TaxonName-basionymAuthor-example-2.html,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,basionymAuthor
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/basionymAuthorLiteral-2025-12-11,basionymAuthorLiteral-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Basionym Author,Author of the basionym of the described name,`basionymAuthorLiteral` is a Literal property.,`basionymAuthorLiteral` is the author (or authors) in parentheses in the `dwc:scientificNameAuthorship`.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,basionymAuthorLiteral
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/combinationAscribedAuthor-2025-12-11,combinationAscribedAuthor-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Combination Ascribed Author,Ascribed author of the described name,`combinationAscribedAuthor` is an IRI property. It can be a person or a list of persons.,"An 'ascribed author' is a person (or group of people) who a name is ascribed to in a publication, but who is not the author of the name according to the rules of the nomenclatural codes, because they did not contribute to the validating description of the name. In the `dwc:scientificNameAuthorship` these authors are indicated with 'ex', the ascribed author coming before the 'ex' and the author the name is attributed to after. Note that the 'ex' (or 'Ex') construction that is sometimes used with zoological names has got nothing to do with attribution or ascription, but is used to denote a concept, much like we do here with 'sec.' or 'sensu' in taxon concept labels.",https://tdwg.github.io/tcs2/examples/TaxonName-combinationAscribedAuthor-example-1.html,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,combinationAscribedAuthor
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/combinationAscribedAuthorLiteral-2025-12-11,combinationAscribedAuthorLiteral-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Combination Ascribed Author,Ascribed author of the described name,`combinationAscribedAuthorLiteral` is a Literal property.,"An 'ascribed author' is a person (or group of people) who a name is ascribed to in a publication, but who is not the author of the name according to the rules of the nomenclatural codes, because they did not contribute to the validating description of the name. In the `dwc:scientificNameAuthorship` these authors are indicated with 'ex', the ascribed author coming before the 'ex' and the author the name is attributed to after. Note that the 'ex' (or 'Ex') construction that is sometimes used with zoological names has got nothing to do with attribution or ascription, but is used to denote a concept, much like we do here with 'sec.' or 'sensu' in taxon concept labels.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,combinationAscribedAuthorLiteral
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/basionymAscribedAuthor-2025-12-11,basionymAscribedAuthor-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Basionym Ascribed Author,Ascribed author of the basionym of the name,`basionymAscribedAuthor` is an IRI property. It can be a person or a list of persons.,"An 'ascribed author' is a person (or group of people) who a name is ascribed to in a publication, but who is not the author of the name according to the rules of the nomenclatural codes, because they did not contribute to the validating description of the name. In the `dwc:scientificNameAuthorship` these authors are indicated with 'ex', the ascribed author coming before the 'ex' and the author the name is attributed to after. Note that the 'ex' (or 'Ex') construction that is sometimes used with zoological names has got nothing to do with attribution or ascription, but is used to denote a concept, much like we do here with 'sec.' or 'sensu' in taxon concept labels.",https://tdwg.github.io/tcs2/examples/TaxonName-basionymAscribedAuthor-example-1.html,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,basionymAscribedAuthor
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/basionymAscribedAuthorLiteral-2025-12-11,basionymAscribedAuthorLiteral-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Basionym Ascribed Author,Ascribed author of the basionym of the name,`basionymAscribedAuthorLiteral` is a Literal property.,"An 'ascribed author' is a person (or group of people) who a name is ascribed to in a publication, but who is not the author of the name according to the rules of the nomenclatural codes, because they did not contribute to the validating description of the name. In the `dwc:scientificNameAuthorship` these authors are indicated with 'ex', the ascribed author coming before the 'ex' and the author the name is attributed to after. Note that the 'ex' (or 'Ex') construction that is sometimes used with zoological names has got nothing to do with attribution or ascription, but is used to denote a concept, much like we do here with 'sec.' or 'sensu' in taxon concept labels.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,basionymAscribedAuthorLiteral
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/NomenclaturalType-2025-12-11,NomenclaturalType-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Nomenclatural Type,Element to which a scientific name is permanently attached.,"A Nomenclatural Type requires a `typifiedName`, `typeOfType` and either a `typeName` or `typeSpecimen`.","A nomenclatural type fixes the usage of a name to the taxonomic group that contains the type. One or more Nomenclatural Types make up the typification of a Taxon Name. In Darwin Core, a Nomenclatural Type object can be used as object with `dwciri:typeStatus`.",https://tdwg.github.io/tcs2/examples/NomenclaturalType-example-1.html,,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/tcs/terms/NomenclaturalType,NomenclaturalType
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/typifiedName-2025-12-11,typifiedName-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Typified Name,The scientific name for which the specimen or other name is the type.,`typifiedName` is a Taxon Name and is REQUIRED; a Nomenclatural Type can typify only one Taxon Name.,"The `typifiedName` property links the Nomenclatural Type back to the Taxon Name. Also, when coming from the Preserved Specimen, the typified name is the most important piece of information, because there is no point in knowing what kind of type a specimen is without knowing for what name it is the type. Therefore, `typifiedName` is a REQUIRED property.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/NomenclaturalType,typifiedName
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/typeOfType-2025-12-11,typeOfType-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Type Of Type,"The kind of type this specimen is, e.g. holotype, isotype etc.",`typeOfType` is an IRI term and SHOULD take its value from a controlled vocabulary. A Nomenclatural Type can have only one `typeOfType`,"This is an IRI property. In the absence of a TDWG controlled vocabulary, it is RECOMMENDED to use a value from the GBIF Nomenclatural Type Status Vocabulary ([https://rs.gbif.org/vocabulary/gbif/type_status_2021-01-18.xml](https://rs.gbif.org/vocabulary/gbif/type_status_2021-01-18.xml)).",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/NomenclaturalType,typeOfType
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/typeName-2025-12-11,typeName-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Type Name,The name that is the type.,`typeName` is a Taxon Name. A nomenclatural type can have only one `typeName`.,"Taxon names at ranks above species level can be typified by the name of a lower taxon. Ultimately, by following the chain of type names, all names resolve to a type species and thus a type specimen.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/NomenclaturalType,typeName
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/typeSpecimen-2025-12-11,typeSpecimen-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Type Specimen,The specimen that is the type.,`typeSpecimen` takes an IRI – or object – that refers to a specimen. A Nomenclatural Type MUST NOT have more than one `typeSpecimen`.,"Names at ranks of species and below are typified by a specimen. This property is mutually exclusive with `typeName`. This is an IRI property. One could use the Darwin Core Preserved Specimen or Material Citation. While a Taxon Name can have more than one type specimens, each of these type specimens requires its own Nomenclatural Type record, so a Nomenclatural Type can have only one `typeSpecimen`.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/NomenclaturalType,typeSpecimen
2026-02-17T02:15:45+10:00,http://rs.tdwg.org/tcs/terms/version/typePublishedIn-2025-12-11,typePublishedIn-2025-12-11,http://rs.tdwg.org/tcs/terms/version/,2025-12-11,recommended,,,,Type Published In,Publication where the type was nominated,`typePublishedIn` is an IRI term. A Nomenclatural Type can have at most one `typePublishedIn`.,"`typePublishedIn` is relevant for lectotypes, neotypes, epitypes and conserved types. For other kinds of type the publication where the type is designated is the publication the name was published in.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/NomenclaturalType,typePublishedIn
