document_modified,version,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,term,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,label,rdfs_comment,dcterms_description,rdf_type,rdfs_subPropertyOf,tdwgutility_layer,tdwgutility_required,tdwgutility_repeatable
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/geodeticDatum-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/geodeticDatum,geodeticDatum,http://rs.tdwg.org/dwc/terms/,,,,Geodetic Datum,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geographic coordinates given in decimalLatitude and decimalLongitude as based. Recommended best practice is use the EPSG code as a controlled vocabulary to provide an SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value ""unknown"".",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/georeferencedBy-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/georeferencedBy,georeferencedBy,http://rs.tdwg.org/dwc/terms/,,,,Georeferenced By,"A list (concatenated and separated) of names of people, groups, or organizations who determined the georeference (spatial representation) for the Location.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/georeferenceProtocol-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/georeferenceProtocol,georeferenceProtocol,http://rs.tdwg.org/dwc/terms/,,,,Georeference Protocol,"A description or reference to the methods used to determine the spatial footprint, coordinates, and uncertainties.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/georeferenceRemarks-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/georeferenceRemarks,georeferenceRemarks,http://rs.tdwg.org/dwc/terms/,,,,Georeference Remarks,"Notes or comments about the spatial description determination, explaining assumptions made in addition or opposition to the those formalized in the method referred to in georeferenceProtocol.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/georeferenceSources-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/georeferenceSources,georeferenceSources,http://rs.tdwg.org/dwc/terms/,,,,Georeference Sources,"A list (concatenated and separated) of maps, gazetteers, or other resources used to georeference the Location, described specifically enough to allow anyone in the future to use the same resources.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/georeferenceVerificationStatus-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/georeferenceVerificationStatus,georeferenceVerificationStatus,http://rs.tdwg.org/dwc/terms/,,,,Georeference Verification Status,A categorical description of the extent to which the georeference has been verified to represent the best possible spatial description. Recommended best practice is to use a controlled vocabulary.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/higherGeography-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/higherGeography,higherGeography,http://rs.tdwg.org/dwc/terms/,,,,Higher Geography,A list (concatenated and separated) of geographic names less specific than the information captured in the locality term.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/higherGeographyID-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/higherGeographyID,higherGeographyID,http://rs.tdwg.org/dwc/terms/,,,,Higher Geography ID,An identifier for the geographic region within which the Location occurred. Recommended best practice is to use an persistent identifier from a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/island-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/island,island,http://rs.tdwg.org/dwc/terms/,,,,Island,The name of the island on or near which the Location occurs. Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/islandGroup-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/islandGroup,islandGroup,http://rs.tdwg.org/dwc/terms/,,,,Island Group,The name of the island group in which the Location occurs. Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/locality-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/locality,locality,http://rs.tdwg.org/dwc/terms/,,,,Locality,"The specific description of the place. Less specific geographic information can be provided in other geographic terms (higherGeography, continent, country, stateProvince, county, municipality, waterBody, island, islandGroup). This term may contain information modified from the original to correct perceived errors or standardize the description.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/locationAccordingTo-2009-08-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/locationAccordingTo,locationAccordingTo,http://rs.tdwg.org/dwc/terms/,,,,Location According To,"Information about the source of this Location information. Could be a publication (gazetteer), institution, or team of individuals.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/locationID-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/locationID,locationID,http://rs.tdwg.org/dwc/terms/,,,,Location ID,An identifier for the set of location information (data associated with dcterms:Location). May be a global unique identifier or an identifier specific to the data set.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/locationRemarks-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/locationRemarks,locationRemarks,http://rs.tdwg.org/dwc/terms/,,,,Location Remarks,Comments or notes about the Location.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/maximumDepthInMeters-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/maximumDepthInMeters,maximumDepthInMeters,http://rs.tdwg.org/dwc/terms/,,,,Maximum Depth In Meters,"The greater depth of a range of depth below the local surface, in meters.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/maximumDistanceAboveSurfaceInMeters-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/maximumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,http://rs.tdwg.org/dwc/terms/,,,,Maximum Distance Above Surface In Meters,"The greater distance in a range of distance from a reference surface in the vertical direction, in meters. Use positive values for locations above the surface, negative values for locations below. If depth measures are given, the reference surface is the location given by the depth, otherwise the reference surface is the location given by the elevation.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/maximumElevationInMeters-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/maximumElevationInMeters,maximumElevationInMeters,http://rs.tdwg.org/dwc/terms/,,,,Maximum Elevation In Meters,"The upper limit of the range of elevation (altitude, usually above sea level), in meters.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/minimumDepthInMeters-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/minimumDepthInMeters,minimumDepthInMeters,http://rs.tdwg.org/dwc/terms/,,,,Minimum Depth In Meters,"The lesser depth of a range of depth below the local surface, in meters.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/minimumDistanceAboveSurfaceInMeters-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/minimumDistanceAboveSurfaceInMeters,minimumDistanceAboveSurfaceInMeters,http://rs.tdwg.org/dwc/terms/,,,,Minimum Distance Above Surface In Meters,"The lesser distance in a range of distance from a reference surface in the vertical direction, in meters. Use positive values for locations above the surface, negative values for locations below. If depth measures are given, the reference surface is the location given by the depth, otherwise the reference surface is the location given by the elevation.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/minimumElevationInMeters-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/minimumElevationInMeters,minimumElevationInMeters,http://rs.tdwg.org/dwc/terms/,,,,Minimum Elevation In Meters,"The lower limit of the range of elevation (altitude, usually above sea level), in meters.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/municipality-2009-08-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/municipality,municipality,http://rs.tdwg.org/dwc/terms/,,,,Municipality,"The full, unabbreviated name of the next smaller administrative region than county (city, municipality, etc.) in which the Location occurs. Do not use this term for a nearby named place that does not contain the actual location.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/pointRadiusSpatialFit-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/pointRadiusSpatialFit,pointRadiusSpatialFit,http://rs.tdwg.org/dwc/terms/,,,,Point Radius Spatial Fit,"The ratio of the area of the point-radius (decimalLatitude, decimalLongitude, coordinateUncertaintyInMeters) to the area of the true (original, or most specific) spatial representation of the Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given point-radius does not completely contain the original representation. The pointRadiusSpatialFit is undefined (and should be left blank) if the original representation is a point without uncertainty and the given georeference is not that same point (without uncertainty). If both the original and the given georeference are the same point, the pointRadiusSpatialFit is 1.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/stateProvince-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/stateProvince,stateProvince,http://rs.tdwg.org/dwc/terms/,,,,State Province,"The name of the next smaller administrative region than country (state, province, canton, department, region, etc.) in which the Location occurs.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimCoordinates-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/verbatimCoordinates,verbatimCoordinates,http://rs.tdwg.org/dwc/terms/,,,,Verbatim Coordinates,"The verbatim original spatial coordinates of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimCoordinateSystem-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/verbatimCoordinateSystem,verbatimCoordinateSystem,http://rs.tdwg.org/dwc/terms/,,,,Verbatim Coordinate System,The spatial coordinate system for the verbatimLatitude and verbatimLongitude or the verbatimCoordinates of the Location. Recommended best practice is to use a controlled vocabulary.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimDepth-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/verbatimDepth,verbatimDepth,http://rs.tdwg.org/dwc/terms/,,,,Verbatim Depth,The original description of the depth below the local surface.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimElevation-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/verbatimElevation,verbatimElevation,http://rs.tdwg.org/dwc/terms/,,,,Verbatim Elevation,"The original description of the elevation (altitude, usually above sea level) of the Location.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimLatitude-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/verbatimLatitude,verbatimLatitude,http://rs.tdwg.org/dwc/terms/,,,,Verbatim Latitude,"The verbatim original latitude of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimLocality-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/verbatimLocality,verbatimLocality,http://rs.tdwg.org/dwc/terms/,,,,Verbatim Locality,The original textual description of the place.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimLongitude-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/verbatimLongitude,verbatimLongitude,http://rs.tdwg.org/dwc/terms/,,,,Verbatim Longitude,"The verbatim original longitude of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimSRS-2009-07-06,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/verbatimSRS,verbatimSRS,http://rs.tdwg.org/dwc/terms/,,,,Verbatim SRS,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which coordinates given in verbatimLatitude and verbatimLongitude, or verbatimCoordinates are based. Recommended best practice is use the EPSG code as a controlled vocabulary to provide an SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value ""unknown"".",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/waterBody-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/waterBody,waterBody,http://rs.tdwg.org/dwc/terms/,,,,Water Body,The name of the water body in which the Location occurs. Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
