document_modified,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,skos_scopeNote,dcterms_description,examples,rdf_type,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_layer,tdwgutility_required,tdwgutility_repeatable
2023-09-05T08:12:41-05:00,subtypeLiteral,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Subtype (literal),"A class, represented by a controlled value string, that provides for more specialization of the media item type than dc:type.","The subtypeLiteral term MUST NOT be applied to Collection objects. However, the Description term in the Content Coverage Vocabulary might add further description to a Collection object. Controlled string values SHOULD be selected from the Controlled Vocabulary for Audiovisual Core subtype. Human-readable information about the Controlled Vocabulary for subtype is at http://rs.tdwg.org/ac/doc/subtype/ . It is best practice to use ac:subtype instead of ac:subytpeLiteral whenever practical.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,,No,Yes
2020-01-27T08:59:43-06:00,tag,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Tag,General keywords or tags.,,"Tags may be multi-worded phrases. Where scientific names, common names, geographic locations, etc. are separable, those should go into the more specific coverage metadata items provided further below. Examples: ""flower diagram"". Character or part keywords like ""leaf"", or ""flower color"" are especially desirable.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ContentCoverage,,,No,Yes
2020-01-27T08:59:43-06:00,taxonCount,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Taxon Count,An exact or estimated number of taxa at the lowest applicable taxon rank (usually species or infraspecific) represented by the media resource (item or collection).,The count SHOULD contain only the taxa covered fully or primarily by the resource. This SHOULD be a single integer number. ,"Primarily intended for resource collections and singular resources dealing with sets of taxa (e. g., identification tools, videos). It is recommended to give an exact or estimated number of specific taxa when a complete list of taxa is not available or practical. For a taxon page and most images this will be ""1"", i. e. other taxa mentioned on the side or in the background should not be counted. However, sometimes a resource may illustrate an ecological or behavioral entity with multiple species, e. g., a host-pathogen interaction; taxon count would then indicate the known number of species in this interaction. Leave the field empty if you cannot estimate the information (do not enter 0). Additional taxon counts at higher levels (e. g. how many families are covered by a digital Fauna) should be given verbatim in the resource description, not here.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/TaxonomicCoverage,,,No,No
2020-01-27T08:59:43-06:00,taxonCoverage,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Taxon Coverage,"A higher taxon (e. g., a genus, family, or order) at the level of the genus or higher, that covers all taxa that are the primary subject of the resource (which may be a media item or a collection).",,"Example: Where the subject of an image is several species of ducks with trees visible in the background, Taxon Coverage would still be Anatidae (and not Biota). Example: ""Aves"" for a bird key or a bird image collection. Do not add a rank (""Class Aves"") in this field. Note that this somewhat expands the usage of ncd:taxonCoverage which, however has not yet been adopted by TDWG, and which specifies at the Family level or higher. For collections it is recommended to follow ncd:taxonCoverage to avoid conflicts between an AC record and a record arising from use of the un-adopted NCD. If the resource contains a single taxon, this should be placed in Scientific Taxon Name. In this case Taxon Coverage may be left empty, but if not, care should be taken that the entries do not conflict. Example: If Scientific Taxon Name is Quercus alba then Taxon Coverage, if provided at all, should be Quercus.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/TaxonomicCoverage,,,No,No
2020-01-27T08:59:43-06:00,timeOfDay,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Time of Day,Free text information beyond exact clock times.,,"Examples in English: afternoon, twilight.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/PeriodOfTime,,,No,No
2023-09-05T08:12:41-05:00,variant,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Variant (IRI),"The category describing this Service Access Point variant, denoted by an IRI.","Values SHOULD be selected from the Controlled Vocabulary for Audiovisual Core variant. Human-readable information about the Controlled Vocabulary for variant is at http://rs.tdwg.org/ac/doc/variant/ . In text-based systems such as tables, IRI values MUST be in unabbreviated form.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/ServiceAccessPoint,,,No,Yes
2020-01-27T08:59:43-06:00,variantDescription,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Variant Description,Text that describes this Service Access Point variant,,"Most variants (thumb, low-res, high-res) are self-explanatory and it is best practice to leave this property empty if no special description is needed. It is provided for cases that require additional information (e.g., video shortened instead of simply quality reduced).",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/ServiceAccessPoint,,,No,No
2023-09-05T08:12:41-05:00,variantLiteral,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Variant (literal),"The category describing this Service Access Point variant, denoted by a controlled value string.",Values SHOULD be selected from the Controlled Vocabulary for Audiovisual Core variant. Human-readable information about the Controlled Vocabulary for variant is at http://rs.tdwg.org/ac/doc/variant/ . It is best practice to use ac:variant instead of ac:variantLiteral whenever practical.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/ServiceAccessPoint,,,No,Yes
2020-01-27T08:59:43-06:00,ServiceAccessPoint,http://rs.tdwg.org/ac/terms/,2020-01-27,2020-01-27,,http://rs.tdwg.org/dwc/terms/attributes/ServiceAccessPoint,,,Service Access Point Class,A specific digital representation of a media resource.,This term serves as a type for values of the ac:hasServiceAccessPoint property.,"For example, a Service Access Point may have a specific resolution, quality, or format.",,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/ac/terms/ServiceAccessPoint,http://rs.tdwg.org/decisions/decision-2019-12-01_21,,No,
2021-10-07T13:17:47-05:00,freqLow,http://rs.tdwg.org/ac/terms/,2020-10-13,2021-10-05,,,,,Lower frequency bound,The lowest frequency of the phenomena reflected in the multimedia item or Region of Interest.,Numeric value in hertz (Hz),"This term refers to the sound events depicted and not to the constraints of the recording medium, so are in principle independent from sampleRate. If dwc:scientificName is specified and if applied to the entire multimedia item, these frequency bounds refer to the sounds of the species given in the dwc:scientificName throughout the whole recording. Although many users will specify both freqLow and freqHigh, it is permitted to specify just one or the other, for example if only one of the bounds is discernible.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ContentCoverage,,,No,No
2021-10-07T13:17:47-05:00,freqHigh,http://rs.tdwg.org/ac/terms/,2020-10-13,2021-10-05,,,,,Upper frequency bound,The highest frequency of the phenomena reflected in the multimedia item or Region of Interest.,Numeric value in hertz (Hz),"This term refers to the sound events depicted and not to the constraints of the recording medium, so are in principle independent from sampleRate. If dwc:scientificName is specified and if applied to the entire multimedia item, these frequency bounds refer to the sounds of the species given in the dwc:scientificName throughout the whole recording. Although many users will specify both freqLow and freqHigh, it is permitted to specify just one or the other, for example if only one of the bounds is discernible.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ContentCoverage,,,No,No
2021-10-07T13:17:47-05:00,RegionOfInterest,http://rs.tdwg.org/ac/terms/,2021-10-05,2021-10-05,,,,,Region of Interest Class,A designated region of a media item bounded in dimensions appropriate for the media type.,,"Dimensions may include spatial, temporal, or frequency bounds.",,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/ac/terms/RegionOfInterest,,,No,
2021-10-07T13:17:47-05:00,hasROI,http://rs.tdwg.org/ac/terms/,2021-10-05,2021-10-05,,,,,Has Region of Interest,A region of interest located within the subject media item.,ac:hasROI is the inverse property of ac:isROIOf.,Used to link a subject media item to an object region of interest.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/RegionOfInterest,,,No,Yes
2021-10-07T13:17:47-05:00,isROIOf,http://rs.tdwg.org/ac/terms/,2021-10-05,2021-10-05,,,,,Is Region of Interest of,The media item within which a region of interest is located.,ac:isROIOf is the inverse property of ac:hasROI.,Used to link a subject region of interest to an object media item.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/RegionOfInterest,,,No,No
2021-10-07T13:17:47-05:00,xFrac,http://rs.tdwg.org/ac/terms/,2021-10-05,2021-10-05,,,,,Fractional X,"The horizontal position of a reference point, measured from the left side of the media item and expressed as a decimal fraction of the width of the media item.","A valid value MUST be greater than or equal to zero and less than or equal to one. The precision of this value SHOULD be great enough that when the ac:xFrac value is multiplied by the exif:PixelXDimension of the Best Quality variant of the Service Access point, rounding to the nearest integer results in the same horizontal pixel location originally used to define the point.","This point can serve as the horizontal position of the upper left corner of a bounding rectangle, or as the center of a circle.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/RegionOfInterest,,,No,No
2021-10-07T13:17:47-05:00,yFrac,http://rs.tdwg.org/ac/terms/,2021-10-05,2021-10-05,,,,,Fractional Y,"The vertical position of a reference point, measured from the top of the media item and expressed as a decimal fraction of the height of the media item.","A valid value MUST be greater than or equal to zero and less than or equal to one. The precision of this value SHOULD be great enough that when the ac:yFrac value is multiplied by the exif:PixelYDimension of the Best Quality variant of the Service Access point, rounding to the nearest integer results in the same vertical pixel originally used to define the point.","This point can serve as the vertical position of the upper left corner of a bounding rectangle, or as the center of a circle.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/RegionOfInterest,,,No,No
2021-10-07T13:17:47-05:00,widthFrac,http://rs.tdwg.org/ac/terms/,2021-10-05,2021-10-05,,,,,Fractional Width,"The width of the bounding rectangle, expressed as a decimal fraction of the width of the media item.","The sum of a valid value plus ac:xFrac MUST be greater than zero and less than or equal to one. The precision of this value SHOULD be great enough that when ac:widthFrac and ac:xFrac are used with the exif:PixelXDimension of the Best Quality variant of the Service Access point to calculate the lower right corner of the rectangle, rounding to the nearest integer results in the same horizontal pixel originally used to define the point. This term MUST NOT be used with ac:radius to define a region of interest.","Zero-sized bounding rectangles are not allowed. To designate a point, use the radius option with a zero value.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/RegionOfInterest,,,No,No
2021-10-07T13:17:47-05:00,heightFrac,http://rs.tdwg.org/ac/terms/,2021-10-05,2021-10-05,,,,,Fractional Height,"The height of the bounding rectangle, expressed as a decimal fraction of the height of the media item.","The sum of a valid value plus ac:yFrac MUST be greater than zero and less than or equal to one. The precision of this value SHOULD be great enough that when ac:heightFrac and ac:yFrac are used with the exif:PixelYDimension of the Best Quality variant of the Service Access point to calculate the lower right corner of the rectangle, rounding to the nearest integer results in the same vertical pixel originally used to define the point. This term MUST NOT be used with ac:radius to define a region of interest.","Zero-sized bounding rectangles are not allowed. To designate a point, use the radius option with a zero value.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/RegionOfInterest,,,No,No
2021-10-07T13:17:47-05:00,radius,http://rs.tdwg.org/ac/terms/,2021-10-05,2021-10-05,,,,,Radius,"The radius of a bounding circle or arc, expressed as a fraction of the width of the media item.","A valid value MUST be greater than or equal to zero. A valid value MAY cause the designated circle to extend beyond the bounds of the media item. In that case, the arc within the media item plus the bounds of the media item specify the region of interest. This term MUST NOT be used with ac:widthFrac or ac:heightFrac to define a region of interest.","This term may be used with ac:xFrac and ac:yFrac to define a point. In that case, the implication is that the point falls on some object of interest within the media item, but nothing more can be assumed about the bounds of that object.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/RegionOfInterest,,,No,No
2021-10-07T13:17:47-05:00,startTimestamp,http://rs.tdwg.org/ac/terms/,2021-10-05,2021-10-05,,,,,Start Timestamp,"The beginning of a temporal region, specified as real-world clock time ISO 8601 timestamps, using UTC timezone, with an optional fractional part to indicate milliseconds or finer. There is no limit on the number of decimal places for the decimal fraction.",This term MAY be applied to a region of interest or an entire media item.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/RegionOfInterest,,,No,No
2021-10-07T13:17:47-05:00,endTimestamp,http://rs.tdwg.org/ac/terms/,2021-10-05,2021-10-05,,,,,End Timestamp,"The end of a temporal region, specified as real-world clock time ISO 8601 timestamps, using UTC timezone, with an optional fractional part to indicate milliseconds or finer. There is no limit on the number of decimal places for the decimal fraction.",This term MAY be applied to a region of interest or an entire media item.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/RegionOfInterest,,,No,No
2021-10-07T13:17:47-05:00,mediaDuration,http://rs.tdwg.org/ac/terms/,2021-10-05,2021-10-05,,,,,Media Duration,The playback duration of an audio or video file in seconds.,,This might be different from the time in seconds calculated as the difference of ac:endTimestamp and ac:startTimestamp if ac:mediaSpeed is not equal to 1.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/RegionOfInterest,,,No,No
2021-10-07T13:17:47-05:00,mediaSpeed,http://rs.tdwg.org/ac/terms/,2021-10-05,2021-10-05,,,,,Media Speed,The decimal fraction representing the natural speed over the encoded speed.,"If a value for ac:mediaSpeed is not provided, applications SHOULD assume that 1.0 is the value.","For example, in a time-lapse recording where 60 seconds of natural time is represented in 1 second of media this would be 60. In a time-expanded recording where 1 second of recording is represented in 5 seconds of media, this would be 0.2.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/RegionOfInterest,,,No,No
2022-05-27T14:43:39-05:00,frameRate,http://rs.tdwg.org/ac/terms/,2021-10-05,2022-02-23,,,,,Frame Rate,"The decimal fraction representing the frequency (rate) at which consecutive images (frames) were captured in real time for a moving image, expressed as the number of frames per second.","This term represents the rate at which consecutive images were captured in real time, not the rate at which the media is encoded to play back the recording.","For example, in a recording where 60 consecutive images (frames) are captured for each second of the real-time recording, this would be 60. In a time-lapse recording where one image (frame) is recorded every 5 seconds of recording, this would be 0.2.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceCreation,,,No,No
2021-10-07T13:17:47-05:00,startTime,http://rs.tdwg.org/ac/terms/,2021-10-05,2021-10-05,,,,,Start Time in Seconds,"The beginning of a temporal region, specified as an absolute offset relative to the beginning of the media item (this corresponds to Normal Play Time RFC 2326), specified as seconds, with an optional fractional part to indicate milliseconds or finer.",This term MUST only be applied to a region of interest.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/RegionOfInterest,,,No,No
2021-10-07T13:17:47-05:00,endTime,http://rs.tdwg.org/ac/terms/,2021-10-05,2021-10-05,,,,,End Time in Seconds,"The end of a temporal region, specified as an absolute offset relative to the beginning of the media item (this corresponds to Normal Play Time RFC 2326), specified as seconds, with an optional fractional part to indicate milliseconds or finer.",This term MUST only be applied to a region of interest.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/RegionOfInterest,,,No,No
2023-09-05T08:12:41-05:00,subjectOrientationLiteral,http://rs.tdwg.org/ac/terms/,2022-02-23,2023-09-05,,,,,Subject Orientation (literal),"Specific orientation (= direction, view angle) of the subject represented in the media resource with respect to the acquisition device, denoted by a controlled value string.",Values SHOULD be selected from the Controlled Vocabulary for Audiovisual Core subjectOrientation. It is best practice to use ac:subjectOrientation instead of ac:subjectOrientationLiteral whenever practical.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/TaxonomicCoverage,,,No,No
2023-09-05T08:12:41-05:00,subjectPartLiteral,http://rs.tdwg.org/ac/terms/,2022-02-23,2023-09-05,,,,,Subject Part (literal),"The portion or product of organism morphology, behaviour, environment, etc. that is either predominantly shown or particularly well exemplified by the media resource, denoted by a controlled value string.",Values SHOULD be selected from the Controlled Vocabulary for Audiovisual Core subjectPart. It is best practice to use ac:subjectPart instead of ac:subjectPartLiteral whenever practical.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/TaxonomicCoverage,,,No,No
2026-02-04T14:15:40-05:00,filterLowPass,http://rs.tdwg.org/ac/terms/,2026-01-23,2026-01-23,,,,,Low-pass Filter Frequency,Low-pass filter frequency used in the recording/preprocessing of the multimedia item.,Numeric value in hertz (Hz),,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceCreation,,,No,No
2026-02-04T14:15:40-05:00,filterHighPass,http://rs.tdwg.org/ac/terms/,2026-01-23,2026-01-23,,,,,High-pass Filter Frequency,High-pass filter frequency used in the recording/preprocessing of the multimedia item.,Numeric value in hertz (Hz),,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceCreation,,,No,No
2026-02-04T14:15:40-05:00,Digital3DResource,http://rs.tdwg.org/ac/terms/,2026-01-23,2026-01-23,,,,,Digital 3D Resource,"One or more binary files primarily intended to hold information about the three-dimensional geometry (surface or volume) of a real or non-real object, set of objects, or scene.",The term IRI should be used as a value for dcterms:type (http://purl.org/dc/terms/type). The controlled value string should be used as a value for dc:type (http://purl.org/dc/elements/1.1/type).,"Such files can be used by software to digitally render views of the subject, make measurements, conduct analyses, and create physical 3D replicas. This term includes resources composed of one or more files that are used to compute a 3D geometry (e.g., X-ray projections for computed tomography scans or photograph sets for photogrammetry). For avoidance of doubt, 2D renderings (views) produced from a Digital3DResource should not be included in this class, but stereo image pairs, anaglyphs, and other formats that hold information about 3D geometry may be included.",,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/attributes/Digital3DResource,,,No,
2026-02-04T14:15:40-05:00,commentDate,http://rs.tdwg.org/ac/terms/,2026-01-23,2026-01-23,,,,,Date and Time of Comment,The date and time that a comment was created.,"The date and time MUST comply with the World Wide Web Consortium (W3C) datetime practice, https://www.w3.org/TR/NOTE-datetime, which requires that date and time representation correspond to ISO 8601:1998, but with year fields always comprising 4 digits. This makes datetime records compliant with 8601:2004, https://www.iso.org/standard/40874.html. AC datetime values MAY also follow 8601:2004 for ranges by separating two IS0 8601 datetime fields by a solidus (""forward slash"", '/').",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,,No,No
2026-02-04T14:15:40-05:00,CVtermLiteral,http://rs.tdwg.org/ac/terms/,2026-01-23,2026-01-23,,,,,Subject Category (literal),A term to describe the content of a image or a region of interest within an image using a controlled value string.,"Values SHOULD be selected from the Audiovisual Core Content Description controlled vocabulary or a vocabulary that can be identified using ac:subjectCategoryVocabulary. If a value is from the Audiovisual Core Content Description controlled vocabulary, it is not necessary to provide a value for ac:subjectCategoryVocabulary. Multiple values MAY be provided and separated by space vertical bar space ( | ), however they MUST be from a single vocabulary. It is best practice to use Iptc4xmpExt:CVterm instead of ac:CVtermLiteral whenever practical.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ContentCoverage,,,No,Yes
